filename       ,  rec_packets,  lost_packets,  lost_rate(%)
af520505_all-stat/0825statistics/2049210.dump.split1.674-1264,298,1,0.333889816
af520505_all-stat/0825statistics/74307.dump.split1.675-1265,299,1,0.332778702
af520505_all-stat/0825statistics/2032124.dump.split4.2570-3160,299,1,0.332778702
af520505_all-stat/0825statistics/1938650.dump.split2.1306-1896,300,1,0.331674959
af520505_all-stat/0825statistics/2641308.dump.split3.12902-14103,1202,4,0.331537505
af520505_all-stat/0825statistics/2506338.dump.split0.1-7048,7048,22,0.311151969
af520505_all-stat/0825statistics/2636244.dump.split0.1-2327,2327,7,0.299850075
af520505_all-stat/0825statistics/2538914.dump.split3.156197-159586,3390,10,0.294074401
af520505_all-stat/0825statistics/2696920.dump.split1.1254-2289,1036,3,0.288600289
af520505_all-stat/0825statistics/2539136.dump.split2.115152-156183,41032,117,0.284329093
af520505_all-stat/0825statistics/2539136.dump.split0.1-50094,50094,141,0.280678007
af520505_all-stat/0825statistics/2593218.dump.split0.1-2182,2182,6,0.274160384
af520505_all-stat/0825statistics/2700422.dump.split2.9615-13912,4298,11,0.255250029
af520505_all-stat/0825statistics/2543568.dump.split6.29112-31850,2739,7,0.254869834
af520505_all-stat/0825statistics/2537280.dump.split2.124809-190157,65349,157,0.239670872
af520505_all-stat/0825statistics/2652340.dump.split0.1-32933,32900,77,0.233492533
af520505_all-stat/0825statistics/2594748.dump.split1.9236-14820,5585,13,0.232205055
af520505_all-stat/0825statistics/2647016.dump.split1.1843-4038,2196,5,0.227117874
af520505_all-stat/0825statistics/2698410.dump.split1.2633-31139,28507,64,0.22399944
af520505_all-stat/0825statistics/2505468.dump.split2.122895-188243,65349,146,0.222916078
af520505_all-stat/0825statistics/2543568.dump.split4.18945-22120,3176,7,0.219883776
af520505_all-stat/0825statistics/2697628.dump.split0.1-53001,53001,116,0.218383772
af520505_all-stat/0825statistics/2700460.dump.split3.18233-25631,7399,16,0.215764278
af520505_all-stat/0825statistics/2618614.dump.split1.49495-114851,65357,139,0.212225081
af520505_all-stat/0825statistics/2614458.dump.split1.4643-5594,952,2,0.209533787
af520505_all-stat/0825statistics/2569996.dump.split3.127732-160160,32429,68,0.209246865
af520505_all-stat/0825statistics/2538914.dump.split2.105887-156155,50269,105,0.208438793
af520505_all-stat/0825statistics/2694874.dump.split4.63218-66656,3439,7,0.203104599
af520505_all-stat/0825statistics/2505412.dump.split3.147460-158619,11160,22,0.196735971
af520505_all-stat/0825statistics/2463758.dump.split1.36532-101915,65384,112,0.171001504
af520505_all-stat/0825statistics/2652340.dump.split1.32975-98448,65385,111,0.169474705
af520505_all-stat/0825statistics/2463666.dump.split3.104120-132490,28371,47,0.165385224
af520505_all-stat/0825statistics/2700460.dump.split0.1-9737,9737,16,0.164043677
af520505_all-stat/0825statistics/2700422.dump.split0.1-9220,9220,15,0.162416761
af520505_all-stat/0825statistics/2522132.dump.split0.1-52322,52322,83,0.158380323
af520505_all-stat/0825statistics/2673208.dump.split0.1-34243,34243,54,0.157445878
af520505_all-stat/0825statistics/2505412.dump.split2.129629-147418,17790,27,0.151536411
af520505_all-stat/0825statistics/2604238.dump.split1.38618-55220,16603,25,0.150344288
af520505_all-stat/0825statistics/2641308.dump.split1.4676-12190,7515,11,0.146150269
af520505_all-stat/0825statistics/2463758.dump.split2.101957-163756,61800,89,0.143804684
af520505_all-stat/0825statistics/2537280.dump.split0.1-59293,59293,85,0.143149456
af520505_all-stat/0825statistics/2616316.dump.split0.1-12230,12230,17,0.138803838
af520505_all-stat/0825statistics/2569996.dump.split1.24945-82966,58022,80,0.137687707
af520505_all-stat/0825statistics/2699156.dump.split0.1-58476,58476,77,0.131503668
af520505_all-stat/0825statistics/2641308.dump.split0.1-4634,4634,6,0.129296412
af520505_all-stat/0825statistics/2463666.dump.split2.38664-104078,65415,84,0.128245254
af520505_all-stat/0825statistics/2663934.dump.split4.109451-115891,6441,8,0.124040623
af520505_all-stat/0825statistics/2604332.dump.split1.38759-62137,23379,29,0.123886622
af520505_all-stat/0825statistics/2664084.dump.split2.48556-70366,21811,26,0.119061248
af520505_all-stat/0825statistics/2697900.dump.split2.121941-158187,36247,41,0.112983452
af520505_all-stat/0825statistics/2694874.dump.split2.19644-25850,6207,7,0.112639794
af520505_all-stat/0825statistics/2694874.dump.split1.1747-19602,17856,20,0.111878723
af520505_all-stat/0825statistics/2463666.dump.split1.5352-38622,33271,36,0.108083765
af520505_all-stat/0825statistics/2537280.dump.split1.59335-124767,65433,69,0.105339491
af520505_all-stat/0825statistics/2605072.dump.split2.127587-133386,5800,6,0.103332472
af520505_all-stat/0825statistics/2543568.dump.split5.22162-29070,6909,7,0.101207258
af520505_all-stat/0825statistics/2604332.dump.split0.1-38717,38717,39,0.100628282
af520505_all-stat/0825statistics/2603942.dump.split1.51141-59289,8149,8,0.098069261
af520505_all-stat/0825statistics/2463758.dump.split0.1-36490,36490,35,0.095823466
af520505_all-stat/0825statistics/2696442.dump.split1.46230-58926,12697,12,0.094417562
af520505_all-stat/0825statistics/2536258.dump.split2.113219-134368,21150,19,0.089751766
af520505_all-stat/0825statistics/2689160.dump.split0.1-55130,55130,49,0.088801095
af520505_all-stat/0825statistics/2696442.dump.split0.1-46188,46188,41,0.088687959
af520505_all-stat/0825statistics/2605072.dump.split1.62106-127545,65440,58,0.088551646
af520505_all-stat/0825statistics/2700460.dump.split2.9943-18191,8249,7,0.084781687
af520505_all-stat/0825statistics/2634250.dump.split0.1-14754,14754,12,0.081265026
af520505_all-stat/0825statistics/2698852.dump.split0.1-63512,63512,51,0.080234726
af520505_all-stat/0825statistics/2603942.dump.split0.1-51099,51099,41,0.080171293
af520505_all-stat/0825statistics/2663934.dump.split6.122936-131783,8848,7,0.07904692
af520505_all-stat/0825statistics/2605072.dump.split0.1-62064,62064,49,0.078887842
af520505_all-stat/0825statistics/2569996.dump.split2.83008-127690,44683,35,0.078267384
af520505_all-stat/0825statistics/2655220.dump.split0.1-9071,9071,7,0.077105249
af520505_all-stat/0825statistics/2569996.dump.split0.1-24903,24903,19,0.076236333
af520505_all-stat/0825statistics/2604238.dump.split0.1-38576,38576,29,0.07511883
af520505_all-stat/0825statistics/2663934.dump.split1.46231-100679,54449,40,0.073408638
af520505_all-stat/0825statistics/2700450.dump.split0.1-2748,2748,2,0.072714052
af520505_all-stat/0825statistics/2652340.dump.split3.164007-201407,37378,27,0.072181898
af520505_all-stat/0825statistics/2652340.dump.split2.98490-163965,65448,47,0.071760655
af520505_all-stat/0825statistics/2506920.dump.split1.6172-46786,40615,29,0.071350367
af520505_all-stat/0825statistics/2636244.dump.split2.2413-19718,17306,12,0.069290066
af520505_all-stat/0825statistics/2537280.dump.split3.190199-247027,56829,39,0.068579266
af520505_all-stat/0825statistics/2696754.dump.split1.11266-55240,43975,30,0.068173297
af520505_all-stat/0825statistics/2506920.dump.split2.46828-55863,9036,6,0.066353331
af520505_all-stat/0825statistics/2671484.dump.split0.1-6097,6097,4,0.06555765
af520505_all-stat/0825statistics/2664084.dump.split1.7986-48514,40529,26,0.064109677
af520505_all-stat/0825statistics/2539244.dump.split1.621-7363,6743,4,0.059281215
af520505_all-stat/0825statistics/2463666.dump.split0.1-5310,5310,3,0.05645996
af520505_all-stat/0825statistics/2596450.dump.split1.37832-101212,63381,35,0.055190684
af520505_all-stat/0825statistics/2618880.dump.split0.1-14765,14765,8,0.054151014
af520505_all-stat/0825statistics/2694874.dump.split3.25892-63176,37285,20,0.053611398
af520505_all-stat/0825statistics/2688874.dump.split0.1-34899,34899,18,0.051550082
af520505_all-stat/0825statistics/2696754.dump.split2.55282-89367,34086,17,0.049848256
af520505_all-stat/0825statistics/2699056.dump.split2.283-16588,16306,8,0.049036134
af520505_all-stat/0825statistics/2641748.dump.split1.53469-118931,65463,32,0.048858319
af520505_all-stat/0825statistics/2551080.dump.split2.118999-133968,14970,7,0.046736772
af520505_all-stat/0825statistics/2618614.dump.split2.114893-139416,24524,11,0.044832997
af520505_all-stat/0825statistics/2657170.dump.split4.253637-267256,13620,6,0.04403185
af520505_all-stat/0825statistics/2641748.dump.split2.118973-161742,42770,18,0.042067378
af520505_all-stat/0825statistics/2697900.dump.split1.56416-121899,65484,27,0.041214138
af520505_all-stat/0825statistics/2543568.dump.split0.1-14683,14683,6,0.040845502
af520505_all-stat/0825statistics/2694874.dump.split5.66698-97146,30449,12,0.039393989
af520505_all-stat/0825statistics/2664084.dump.split0.1-7944,7944,3,0.037747719
af520505_all-stat/0825statistics/2688336.dump.split0.1-24901,24901,9,0.036129343
af520505_all-stat/0825statistics/2699196.dump.split0.1-38749,38749,14,0.03611645
af520505_all-stat/0825statistics/2698892.dump.split1.40359-93191,52833,19,0.035949104
af520505_all-stat/0825statistics/2551080.dump.split1.53485-118957,65473,22,0.033590094
af520505_all-stat/0825statistics/2506920.dump.split0.1-6130,6130,2,0.032613127
af520505_all-stat/0825statistics/2697900.dump.split0.1-56374,56374,17,0.030146387
af520505_all-stat/0825statistics/2641748.dump.split0.1-53427,53427,16,0.029938159
af520505_all-stat/0825statistics/2697398.dump.split2.5341-8745,3405,1,0.029355644
af520505_all-stat/0825statistics/2688336.dump.split1.24943-36847,11905,3,0.02519209
af520505_all-stat/0825statistics/2697900.dump.split3.158229-187427,29199,7,0.023967268
af520505_all-stat/0825statistics/2662628.dump.split0.1-8537,8537,2,0.023420575
af520505_all-stat/0825statistics/2698852.dump.split1.63554-129033,65480,15,0.022902337
af520505_all-stat/0825statistics/2536258.dump.split1.47666-113177,65512,15,0.022891153
af520505_all-stat/0825statistics/2663934.dump.split2.100721-105150,4430,1,0.022565723
af520505_all-stat/0825statistics/2697900.dump.split4.187469-212039,24571,5,0.020344638
af520505_all-stat/0825statistics/2657170.dump.split3.194491-253595,59105,11,0.018607326
af520505_all-stat/0825statistics/2551080.dump.split0.1-53443,53443,9,0.016837379
af520505_all-stat/0825statistics/2699196.dump.split3.104336-167290,62955,10,0.015881713
af520505_all-stat/0825statistics/2657170.dump.split1.63434-128914,65481,10,0.015269157
af520505_all-stat/0825statistics/2677284.dump.split1.34627-74069,39443,6,0.015209318
af520505_all-stat/0825statistics/2699196.dump.split2.38836-104294,65459,9,0.013747069
af520505_all-stat/0825statistics/2536258.dump.split0.1-47624,47624,6,0.01259697
af520505_all-stat/0825statistics/2594748.dump.split0.1-9194,9194,1,0.010874884
af520505_all-stat/0825statistics/2697746.dump.split1.38264-103752,65489,6,0.009160935
af520505_all-stat/0825statistics/2657170.dump.split2.128956-194449,65494,6,0.009160235
af520505_all-stat/0825statistics/2696754.dump.split0.1-11224,11224,1,0.008908289
af520505_all-stat/0825statistics/2700590.dump.split0.1-11279,11279,1,0.008864855
af520505_all-stat/0825statistics/2604462.dump.split2.57441-105373,47933,4,0.008344198
af520505_all-stat/0825statistics/2697746.dump.split0.1-38222,38222,3,0.007848164
af520505_all-stat/0825statistics/2697934.dump.split4.34824-89143,54320,4,0.00736316
af520505_all-stat/0825statistics/2693036.dump.split3.7199-49774,42576,3,0.007045644
af520505_all-stat/0825statistics/2697934.dump.split3.5921-34782,28862,2,0.006928927
af520505_all-stat/0825statistics/2697746.dump.split3.169330-213820,44491,3,0.006742406
af520505_all-stat/0825statistics/2505468.dump.split3.188285-234232,45948,3,0.006528623
af520505_all-stat/0825statistics/2539040.dump.split1.34612-100101,65490,4,0.006107383
af520505_all-stat/0825statistics/2666048.dump.split1.50546-116036,65491,4,0.00610729
af520505_all-stat/0825statistics/2697784.dump.split1.264-50400,50137,3,0.005983187
af520505_all-stat/0825statistics/2697784.dump.split2.50442-101138,50697,3,0.005917101
af520505_all-stat/0825statistics/2697292.dump.split0.1-38975,38975,2,0.005131165
af520505_all-stat/0825statistics/2657170.dump.split0.1-63392,63392,3,0.004732197
af520505_all-stat/0825statistics/2652332.dump.split0.1-42695,42695,2,0.004684115
af520505_all-stat/0825statistics/2517776.dump.split3.51437-73994,22558,1,0.004432722
af520505_all-stat/0825statistics/2673704.dump.split3.61256-109281,48026,2,0.004164194
af520505_all-stat/0825statistics/2505412.dump.split0.1-64050,64050,2,0.003122439
af520505_all-stat/0825statistics/2677284.dump.split0.1-34585,34585,1,0.002891302
af520505_all-stat/0825statistics/2673704.dump.split2.24836-61214,36379,1,0.002748725
af520505_all-stat/0825statistics/2698434.dump.split1.635-37964,37330,1,0.002678703
af520505_all-stat/0825statistics/2666048.dump.split0.1-50504,50504,1,0.001979982
af520505_all-stat/0825statistics/2696604.dump.split0.1-60402,60402,1,0.001655533
af520505_all-stat/0825statistics/2522150.dump.split0.1-64973,64973,1,0.001539065
af520505_all-stat/0825statistics/2505468.dump.split1.57360-122853,65494,1,0.001526822
af520505_all-stat/0825statistics/2539040.dump.split0.1-34570,34570,0,0
af520505_all-stat/0825statistics/2694202.dump.split0.1-32,32,0,0
af520505_all-stat/0825statistics/2684022.dump.split0.1-33,33,0,0
af520505_all-stat/0825statistics/2697242.dump.split0.1-59,59,0,0
af520505_all-stat/0825statistics/2641248.dump.split0.1-67,67,0,0
af520505_all-stat/0825statistics/2693192.dump.split0.1-33,33,0,0
af520505_all-stat/0825statistics/2690648.dump.split0.1-63,63,0,0
af520505_all-stat/0825statistics/2682664.dump.split0.1-9084,9084,0,0
af520505_all-stat/0825statistics/2682664.dump.split1.9126-32597,23472,0,0
af520505_all-stat/0825statistics/2579484.dump.split0.1-6,6,0,0
af520505_all-stat/0825statistics/2699740.dump.split0.1-35,35,0,0
af520505_all-stat/0825statistics/2693538.dump.split0.1-530,530,0,0
af520505_all-stat/0825statistics/2550632.dump.split0.1-47,47,0,0
af520505_all-stat/0825statistics/2698504.dump.split0.1-812,812,0,0
af520505_all-stat/0825statistics/2696522.dump.split0.1-25,25,0,0
af520505_all-stat/0825statistics/2647016.dump.split2.4080-5120,1041,0,0
af520505_all-stat/0825statistics/2647016.dump.split3.5162-7802,2641,0,0
af520505_all-stat/0825statistics/2697376.dump.split0.1-22940,22940,0,0
af520505_all-stat/0825statistics/2661836.dump.split0.1-4125,4125,0,0
af520505_all-stat/0825statistics/2052902.dump.split0.1-631,316,0,0
af520505_all-stat/0825statistics/2052902.dump.split1.673-1263,296,0,0
af520505_all-stat/0825statistics/2052902.dump.split4.2569-3159,296,0,0
af520505_all-stat/0825statistics/2684032.dump.split0.1-23,23,0,0
af520505_all-stat/0825statistics/2572106.dump.split0.1-24,24,0,0
af520505_all-stat/0825statistics/2539244.dump.split0.1-579,579,0,0
af520505_all-stat/0825statistics/2539244.dump.split2.7405-10692,3288,0,0
af520505_all-stat/0825statistics/2696244.dump.split0.1-27,27,0,0
af520505_all-stat/0825statistics/2646702.dump.split0.1-499,499,0,0
af520505_all-stat/0825statistics/2030696.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2030696.dump.split4.2570-3160,296,0,0
af520505_all-stat/0825statistics/2697938.dump.split0.1-63,63,0,0
af520505_all-stat/0825statistics/2693908.dump.split0.1-46,46,0,0
af520505_all-stat/0825statistics/2694194.dump.split0.1-39,39,0,0
af520505_all-stat/0825statistics/2478136.dump.split0.1-46,46,0,0
af520505_all-stat/0825statistics/74307.dump.split0.1-633,317,0,0
af520505_all-stat/0825statistics/74307.dump.split4.2571-3161,298,0,0
af520505_all-stat/0825statistics/1938650.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/1938650.dump.split4.2587-3177,296,0,0
af520505_all-stat/0825statistics/1938650.dump.split5.3219-3809,296,0,0
af520505_all-stat/0825statistics/2698526.dump.split0.1-130,130,0,0
af520505_all-stat/0825statistics/2695508.dump.split0.1-43,43,0,0
af520505_all-stat/0825statistics/2697244.dump.split0.1-32,32,0,0
af520505_all-stat/0825statistics/2055714.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2055714.dump.split3.1938-2528,298,0,0
af520505_all-stat/0825statistics/2055714.dump.split4.2570-3160,296,0,0
af520505_all-stat/0825statistics/2055714.dump.split5.3202-3792,296,0,0
af520505_all-stat/0825statistics/2673524.dump.split0.1-51,51,0,0
af520505_all-stat/0825statistics/2662170.dump.split0.1-69,69,0,0
af520505_all-stat/0825statistics/2657318.dump.split0.1-180,180,0,0
af520505_all-stat/0825statistics/2676652.dump.split0.1-29,29,0,0
af520505_all-stat/0825statistics/2698438.dump.split0.1-16,16,0,0
af520505_all-stat/0825statistics/2698198.dump.split0.1-55,55,0,0
af520505_all-stat/0825statistics/2698196.dump.split0.1-45,45,0,0
af520505_all-stat/0825statistics/2693148.dump.split0.1-22,22,0,0
af520505_all-stat/0825statistics/2698130.dump.split0.1-28,28,0,0
af520505_all-stat/0825statistics/2669438.dump.split0.1-25,25,0,0
af520505_all-stat/0825statistics/2056962.dump.split0.1-625,316,0,0
af520505_all-stat/0825statistics/2650262.dump.split0.1-473,473,0,0
af520505_all-stat/0825statistics/2699122.dump.split0.1-69,69,0,0
af520505_all-stat/0825statistics/2699122.dump.split2.231-541,311,0,0
af520505_all-stat/0825statistics/2030800.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2030800.dump.split4.2568-3154,296,0,0
af520505_all-stat/0825statistics/2030800.dump.split5.3196-3786,296,0,0
af520505_all-stat/0825statistics/2650088.dump.split0.1-7905,7905,0,0
af520505_all-stat/0825statistics/2650088.dump.split1.7947-10393,2447,0,0
af520505_all-stat/0825statistics/2589402.dump.split0.1-29,29,0,0
af520505_all-stat/0825statistics/2678372.dump.split0.1-23,23,0,0
af520505_all-stat/0825statistics/2663934.dump.split0.1-46189,46189,0,0
af520505_all-stat/0825statistics/2663934.dump.split3.105192-109409,4218,0,0
af520505_all-stat/0825statistics/2663934.dump.split5.115933-122894,6962,0,0
af520505_all-stat/0825statistics/2693816.dump.split0.1-43,43,0,0
af520505_all-stat/0825statistics/2555132.dump.split0.1-23,23,0,0
af520505_all-stat/0825statistics/2588580.dump.split0.1-660,660,0,0
af520505_all-stat/0825statistics/2588580.dump.split1.702-51327,50626,0,0
af520505_all-stat/0825statistics/2588580.dump.split2.51369-59835,8467,0,0
af520505_all-stat/0825statistics/2680224.dump.split0.1-44,44,0,0
af520505_all-stat/0825statistics/2052580.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2052580.dump.split1.674-1264,298,0,0
af520505_all-stat/0825statistics/2692996.dump.split0.1-50,50,0,0
af520505_all-stat/0825statistics/2544896.dump.split0.1-33,33,0,0
af520505_all-stat/0825statistics/2672040.dump.split0.1-10,10,0,0
af520505_all-stat/0825statistics/2506568.dump.split0.1-176,176,0,0
af520505_all-stat/0825statistics/2506568.dump.split1.218-807,590,0,0
af520505_all-stat/0825statistics/2638720.dump.split0.1-30,30,0,0
af520505_all-stat/0825statistics/2696070.dump.split0.1-24,24,0,0
af520505_all-stat/0825statistics/2695702.dump.split0.1-30,30,0,0
af520505_all-stat/0825statistics/2687808.dump.split0.1-33,33,0,0
af520505_all-stat/0825statistics/2573222.dump.split0.1-38,38,0,0
af520505_all-stat/0825statistics/2698680.dump.split0.1-84,84,0,0
af520505_all-stat/0825statistics/----2698860.dump.split74.18527-18527,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split81.19910-19910,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split86.20140-20140,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split90.20323-20323,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split94.20515-20515,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split104.21463-21463,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split105.21505-21505,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split118.22174-22174,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split129.22808-22808,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split131.22897-22897,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split132.22939-22939,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split135.23071-23071,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split159.24789-24789,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split161.24875-24875,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split166.25101-25101,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split176.25540-25540,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split182.25809-25809,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split183.25851-25851,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split185.25939-25939,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split187.26025-26025,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split192.26252-26252,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split201.26656-26656,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split215.27334-27334,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split219.27598-27598,1,0,0
af520505_all-stat/0825statistics/----2698860.dump.split227.28037-28037,1,0,0
af520505_all-stat/0825statistics/2593218.dump.split1.2224-3698,1475,0,0
af520505_all-stat/0825statistics/2698346.dump.split0.1-26,26,0,0
af520505_all-stat/0825statistics/2695898.dump.split0.1-32,32,0,0
af520505_all-stat/0825statistics/2040782.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2040782.dump.split4.2570-3160,296,0,0
af520505_all-stat/0825statistics/2031510.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2031510.dump.split5.3197-3787,298,0,0
af520505_all-stat/0825statistics/2694266.dump.split0.1-23,23,0,0
af520505_all-stat/0825statistics/2517776.dump.split2.13222-51395,38174,0,0
af520505_all-stat/0825statistics/2629242.dump.split0.1-32,32,0,0
af520505_all-stat/0825statistics/2699056.dump.split0.1-18,18,0,0
af520505_all-stat/0825statistics/2699344.dump.split0.1-50,50,0,0
af520505_all-stat/0825statistics/2657316.dump.split0.1-145,145,0,0
af520505_all-stat/0825statistics/2696824.dump.split0.1-35,35,0,0
af520505_all-stat/0825statistics/2693952.dump.split0.1-22,22,0,0
af520505_all-stat/0825statistics/2661746.dump.split0.1-12034,12034,0,0
af520505_all-stat/0825statistics/2698584.dump.split0.1-113,113,0,0
af520505_all-stat/0825statistics/2697398.dump.split0.1-5221,5221,0,0
af520505_all-stat/0825statistics/2699158.dump.split0.1-52,52,0,0
af520505_all-stat/0825statistics/2694672.dump.split0.1-38014,38014,0,0
af520505_all-stat/0825statistics/2032124.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2032124.dump.split5.3202-3792,296,0,0
af520505_all-stat/0825statistics/2604462.dump.split0.1-112,112,0,0
af520505_all-stat/0825statistics/2604462.dump.split1.154-57399,57246,0,0
af520505_all-stat/0825statistics/2058012.dump.split0.1-632,316,0,0
af520505_all-stat/0825statistics/2058012.dump.split1.674-1264,296,0,0
af520505_all-stat/0825statistics/2058012.dump.split4.2570-3160,296,0,0
af520505_all-stat/0825statistics/2058012.dump.split5.3202-3792,296,0,0
af520505_all-stat/0825statistics/2698892.dump.split0.1-40317,40317,0,0
af520505_all-stat/0825statistics/2698892.dump.split2.93233-102774,9542,0,0
af520505_all-stat/0825statistics/2618604.dump.split0.1-209,209,0,0
af520505_all-stat/0825statistics/2689114.dump.split0.1-42,42,0,0
af520505_all-stat/0825statistics/2694420.dump.split0.1-51,51,0,0
af520505_all-stat/0825statistics/2698440.dump.split0.1-43,43,0,0
af520505_all-stat/0825statistics/2693036.dump.split0.1-65,65,0,0
af520505_all-stat/0825statistics/2693036.dump.split1.107-234,128,0,0
af520505_all-stat/0825statistics/2693036.dump.split4.49816-53647,3832,0,0
af520505_all-stat/0825statistics/2640072.dump.split0.1-22,22,0,0
af520505_all-stat/0825statistics/2504554.dump.split0.1-87,87,0,0
af520505_all-stat/0825statistics/2678254.dump.split0.1-429,429,0,0
af520505_all-stat/0825statistics/2692862.dump.split0.1-38,38,0,0
af520505_all-stat/0825statistics/2691428.dump.split0.1-27,27,0,0
af520505_all-stat/0825statistics/2675216.dump.split0.1-43,43,0,0
af520505_all-stat/0825statistics/2699714.dump.split0.1-61,61,0,0
af520505_all-stat/0825statistics/2697784.dump.split0.1-222,222,0,0
af520505_all-stat/0825statistics/2697784.dump.split3.101180-107611,6432,0,0
af520505_all-stat/0825statistics/2694814.dump.split0.1-22,22,0,0
af520505_all-stat/0825statistics/2684034.dump.split0.1-4,4,0,0
af520505_all-stat/0825statistics/2696114.dump.split0.1-535,535,0,0
af520505_all-stat/0825statistics/2512020.dump.split0.1-66,66,0,0
af520505_all-stat/0825statistics/2697934.dump.split0.1-5794,5794,0,0
af520505_all-stat/0825statistics/2697934.dump.split1.5836-5837,2,0,0
af520505_all-stat/0825statistics/2697934.dump.split2.5879-5879,1,0,0
af520505_all-stat/0825statistics/2693626.dump.split0.1-476,476,0,0
af520505_all-stat/0825statistics/2693626.dump.split1.518-699,182,0,0
af520505_all-stat/0825statistics/2693626.dump.split2.741-768,28,0,0
af520505_all-stat/0825statistics/2699462.dump.split0.1-36,36,0,0
af520505_all-stat/0825statistics/2699120.dump.split0.1-52,52,0,0
af520505_all-stat/0825statistics/2686000.dump.split0.1-52,52,0,0
af520505_all-stat/0825statistics/2697636.dump.split0.1-46,46,0,0
af520505_all-stat/0825statistics/2698428.dump.split0.1-34130,34130,0,0
af520505_all-stat/0825statistics/2698428.dump.split1.34172-34175,4,0,0
af520505_all-stat/0825statistics/2675748.dump.split0.1-88,88,0,0
af520505_all-stat/0825statistics/2596450.dump.split0.1-37790,37790,0,0
af520505_all-stat/0825statistics/2698434.dump.split0.1-593,593,0,0
af520505_all-stat/0825statistics/2693598.dump.split0.1-91,91,0,0
af520505_all-stat/0825statistics/2697746.dump.split2.103794-169288,65495,0,0
af520505_all-stat/0825statistics/1832614.dump.split0.1-633,317,0,0
af520505_all-stat/0825statistics/1832614.dump.split1.675-1264,300,0,0
af520505_all-stat/0825statistics/1832614.dump.split2.1306-1896,296,0,0
af520505_all-stat/0825statistics/1832614.dump.split4.2570-3160,296,0,0
af520505_all-stat/0825statistics/1832614.dump.split5.3202-3792,296,0,0
af520505_all-stat/0825statistics/2692726.dump.split0.1-41,41,0,0
af520505_all-stat/0825statistics/2695282.dump.split0.1-122,122,0,0
af520505_all-stat/0825statistics/2697792.dump.split0.1-47,47,0,0
af520505_all-stat/0825statistics/2693602.dump.split0.1-23,23,0,0
af520505_all-stat/0825statistics/2694302.dump.split0.1-30,30,0,0
af520505_all-stat/0825statistics/2698330.dump.split0.1-24,24,0,0
af520505_all-stat/0825statistics/2505412.dump.split1.64092-129587,65496,0,0
af520505_all-stat/0825statistics/2680518.dump.split0.1-29,29,0,0
af520505_all-stat/0825statistics/2688268.dump.split0.1-65,65,0,0
af520505_all-stat/0825statistics/2616788.dump.split0.1-266,266,0,0
af520505_all-stat/0825statistics/2509384.dump.split0.1-5,5,0,0
af520505_all-stat/0825statistics/2696604.dump.split1.60444-106741,46298,0,0
af520505_all-stat/0825statistics/2505468.dump.split0.1-57318,57318,0,0
af520505_all-stat/0825statistics/2509414.dump.split0.1-353,353,0,0
af520505_all-stat/0825statistics/2509414.dump.split1.395-417,23,0,0
af520505_all-stat/0825statistics/2690670.dump.split0.1-62,62,0,0
af520505_all-stat/0825statistics/2551094.dump.split0.1-37852,37852,0,0
af520505_all-stat/0825statistics/2551094.dump.split1.37894-103388,65495,0,0
af520505_all-stat/0825statistics/2551094.dump.split2.103430-125603,22174,0,0
af520505_all-stat/0825statistics/2504484.dump.split0.1-42,42,0,0
af520505_all-stat/0825statistics/2621418.dump.split0.1-258,258,0,0
af520505_all-stat/0825statistics/2685694.dump.split0.1-24,24,0,0
af520505_all-stat/0825statistics/2694874.dump.split0.1-1705,1705,0,0
af520505_all-stat/0825statistics/2698248.dump.split0.1-24,24,0,0
af520505_all-stat/0825statistics/2591886.dump.split0.1-50,50,0,0
